PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dLongitudinalAngle,SpinAxis3dTransverseAngle,SpinAxis3dTilt,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle,PitchTrajectory3rdOrderXc0,PitchTrajectory3rdOrderXc1,PitchTrajectory3rdOrderXc2,PitchTrajectory3rdOrderXc3,PitchTrajectory3rdOrderYc0,PitchTrajectory3rdOrderYc1,PitchTrajectory3rdOrderYc2,PitchTrajectory3rdOrderYc3,PitchTrajectory3rdOrderZc0,PitchTrajectory3rdOrderZc1,PitchTrajectory3rdOrderZc2,PitchTrajectory3rdOrderZc3
84,2026-02-06,11:59:17.72,1,3,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Adams, Mason",690279,Right,WHI_SOX30,Undefined,3,Top,0,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.23988,-0.244148,-3.476176,1722.527409,258.569007,2:30,4.98469,2.46111,5.84483,-31.44643,4.14008,15.55024,2.13685,0.52264,81.64973,-6.033076,-0.691574,0.429353,,,,,,,,,,,,-8.80756,2.4861,-2.18722,50,4.94617,7.14216,-128.17359,-1.64784,-14.83248,23.43322,-27.98733,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,f05c5110-038d-11f1-8e19-276118046144,87.78897,,,6.59015,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:59:17.72,2026-02-06T11:59:17.7221632-07:00,2026-02-06T18:59:17.7221632Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,dd1208fa-747a-449a-b41e-ea221eac2b31,54.65549,-129.02192,11.71661,4.98749,-0.63465,-13.99366,-2.4555,7.67912,-7.41624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.66065,-129.17381,12.58159,-1.29145,4.98472,-0.55341,-14.45628,0.69071,-2.46098,7.84031,-8.33419,1.37054
85,2026-02-06,11:59:35.45,1,4,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Adams, Mason",690279,Right,WHI_SOX30,Undefined,3,Top,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.22334,0.796709,-2.113061,2301.766538,229.093293,1:45,5.0767,2.32203,5.96878,-19.51442,11.8304,12.53264,4.1897,1.40646,85.98609,-2.880723,0.137659,0.402953,,,,,,,,,,,,-6.96548,6.14374,-2.1613,50,5.12894,4.48301,-136.83081,1.25613,-13.22152,29.85068,-20.51231,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,faf09960-038d-11f1-8e19-276118046144,93.54061,,,8.23725,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:59:35.45,2026-02-06T11:59:35.4535424-07:00,2026-02-06T18:59:35.4535424Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,80c9d099-118f-403a-989d-b8527c3adaef,54.52794,-137.81508,14.92534,5.07637,1.93247,-10.25616,-2.31631,4.91896,-6.61076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.53663,-138.07715,16.45594,-2.34362,5.07667,1.92353,-10.20392,-0.07998,-2.32188,5.0871,-7.59274,1.5036
86,2026-02-06,11:59:53.12,1,5,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Adams, Mason",690279,Right,WHI_SOX30,Undefined,3,Top,0,2,2,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.7698,2.627101,0.777532,2406.202389,79.608871,8:45,4.9993,2.35601,5.3256,-47.63699,-1.69217,-16.84088,3.49664,1.68224,72.20994,-6.059443,-2.212882,0.487854,,,,,,,,,,,,8.593,-1.08579,-2.41397,50,5.20278,-0.86595,-114.30268,3.58502,11.39009,20.69134,-33.61325,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,057af6a0-038e-11f1-8e19-276118046144,77.26174,,,6.55986,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:59:53.12,2026-02-06T11:59:53.1277312-07:00,2026-02-06T18:59:53.1277312Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,baceb317-0699-46cc-bdb3-1c33b4caa0cc,55.17362,-115.23542,10.34567,5.00702,5.10025,-16.80662,-2.36336,-1.3794,5.69505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.17983,-115.38969,11.08873,-0.93835,4.99945,5.28846,-17.71318,1.1448,-2.35621,-1.55705,6.55074,-1.08057
87,2026-02-06,12:00:16.67,1,6,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Adams, Mason",690279,Right,WHI_SOX30,Undefined,3,Top,0,3,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,94.88115,-1.022161,-2.993972,2293.071226,228.222104,1:30,4.98074,2.38664,6.05775,-18.84682,11.95241,12.3104,2.4627,0.63886,86.84718,-4.571883,-0.780839,0.399431,98.87528,7.313552,11.214567,878.56071,,,,128.17554,120.57379,12.752968,1.009779,-7.18524,6.73059,-2.16067,50,4.89113,6.67237,-137.75845,-3.08182,-13.83733,29.98545,-19.21232,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,137d8ab0-038e-11f1-8e19-276118046144,94.36543,6.35933,,8.03397,,,,1.35275,2.49281,-0.61913,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:00:16.67,2026-02-06T12:00:16.6756352-07:00,2026-02-06T19:00:16.6756352Z,LineDrive,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,474c8fb9-9375-46a8-a16d-ffa11e60eb41,54.4411,-138.72176,14.99273,4.98023,-2.46461,-9.60616,-2.38217,7.1169,-6.91866,306.866788,1.35275,141.09081,-21.65566,3.89627,-0.84406,0.13478,0.01198,-0.02168,0.00593,2.49281,18.46074,-23.16868,2.96948,-0.66555,0.1231,0.00825,-0.01795,0.00497,-0.61913,27.97317,1.46052,-1.03444,0.24041,0.0755,-0.15337,0.09352,-0.02206,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.44771,-138.93958,16.38322,-2.32719,4.98071,-2.48063,-9.50384,-0.17124,-2.38654,7.26116,-7.83958,1.5413
88,2026-02-06,12:00:46.57,2,1,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Adler, Eric",688328,Right,WHI_SOX30,Undefined,3,Top,0,0,0,Sweeper,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.11463,2.12908,0.384769,2497.228606,84.114477,8:45,5.07169,2.37692,5.6835,-46.63034,-0.32035,-17.45792,3.17131,1.28074,71.34134,-6.446606,-2.736917,0.489789,,,,,,,,,,,,8.9056,-0.27366,-2.39852,50,5.2221,-0.08154,-113.38727,2.69194,11.54448,21.55873,-32.52878,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,255a72c0-038e-11f1-8e19-276118046144,76.95653,,,6.7733,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:00:46.57,2026-02-06T12:00:46.5728512-07:00,2026-02-06T19:00:46.5728512Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,13056263-aceb-484d-bf8f-cb2be2bbd225,54.8147,-114.29904,10.77936,5.07916,4.06765,-16.26439,-2.38475,-0.56978,5.77224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8219,-114.4779,11.64002,-1.0858,5.07184,4.24961,-17.13995,1.1046,-2.37714,-0.75886,6.68211,-1.14788
89,2026-02-06,12:01:08.17,2,2,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Adler, Eric",688328,Right,WHI_SOX30,Undefined,3,Top,0,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.95381,2.16444,1.242796,2309.63771,73.85765,8:30,4.9702,2.2851,5.4004,-50.43389,-3.5778,-17.39068,2.79699,2.00061,71.44235,-7.032784,-1.851296,0.492668,,,,,,,,,,,,9.02477,-1.89815,-2.38353,50,5.12802,-1.75898,-113.14114,2.54438,11.6914,20.75332,-34.63307,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,3242e440-038e-11f1-8e19-276118046144,76.50677,,,6.51145,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:01:08.17,2026-02-06T12:01:08.1700864-07:00,2026-02-06T19:01:08.1700864Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,0d6313b8-1aee-4cea-afc7-84f36a463a0c,55.09919,-114.07264,10.37666,4.97893,4.09887,-17.31654,-2.2928,-2.28374,5.8457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.10503,-114.21676,11.06555,-0.86333,4.97037,4.31002,-18.32584,1.26487,-2.28531,-2.46847,6.7287,-1.10658
90,2026-02-06,12:01:30.78,2,3,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Adler, Eric",688328,Right,WHI_SOX30,Undefined,3,Top,0,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,93.88594,-2.388234,-4.602178,2299.055546,232.424602,1:45,4.94107,2.27555,6.09798,-20.01222,11.49607,13.67056,1.05616,-0.85081,86.14865,-6.139221,-2.148952,0.404001,,,,,,,,,,,,-8.23941,6.86508,-1.92762,50,4.74604,10.35009,-135.97952,-6.3453,-15.49946,28.5071,-19.25987,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,3fa8c320-038e-11f1-8e19-276118046144,93.29757,,,7.7373,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:01:30.78,2026-02-06T12:01:30.7846144-07:00,2026-02-06T19:01:30.7846144Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,758c7383-c0e5-4efd-a80f-d25d51b179d7,54.39993,-136.89882,14.25355,4.94065,-5.7242,-9.62993,-2.26946,10.84992,-7.74973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.40746,-137.12808,15.60496,-2.08861,4.94103,-5.73604,-9.56015,-0.10785,-2.2754,11.03091,-8.81663,1.64889
91,2026-02-06,12:01:48.65,2,4,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Adler, Eric",688328,Right,WHI_SOX30,Undefined,3,Top,0,3,0,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,93.86094,-2.661281,-3.498845,2307.467622,228.434082,1:30,4.8921,2.31493,6.12916,-17.98777,13.40568,14.02989,0.92687,0.246,86.22217,-6.049697,-0.974118,0.403265,,,,,,,,,,,,-8.20745,7.93485,-2.05466,50,4.67887,7.73184,-136.13811,-6.90834,-15.47727,28.53895,-17.21081,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,4a506c60-038e-11f1-8e19-276118046144,93.46805,,,7.63877,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:01:48.65,2026-02-06T12:01:48.6557696-07:00,2026-02-06T19:01:48.6557696Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,17c194be-1aec-4eb2-bc0a-90a11c78102e,54.37016,-137.05118,14.26948,4.89109,-6.35771,-8.60541,-2.30994,8.22701,-7.73864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.37632,-137.25152,15.53232,-2.08697,4.89206,-6.38944,-8.40538,-0.33057,-2.31482,8.38574,-8.73916,1.65347
92,2026-02-06,12:02:21.97,3,1,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alberto, Alexander",693739,Right,WHI_SOX30,Undefined,3,Top,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.14242,-1.809824,-3.88493,1636.274201,253.799228,2:30,4.93458,2.39714,6.07489,-31.51269,4.85453,13.05205,0.62953,-0.11531,80.58489,-7.624291,-1.537874,0.434037,,,,,,,,,,,,-7.72717,3.29721,-2.10311,50,4.77743,8.06898,-126.44516,-5.04833,-12.61584,23.74403,-26.79082,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,5e95a1e0-038e-11f1-8e19-276118046144,86.84159,,,6.55753,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:02:21.97,2026-02-06T12:02:21.9751424-07:00,2026-02-06T19:02:21.9751424Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,501f7e0f-b3b0-4cbe-9ae6-725b73329f29,54.42467,-127.27332,11.87201,4.93721,-4.11391,-13.39541,-2.39221,8.509,-6.30792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.43057,-127.44508,12.84085,-1.43272,4.93461,-4.03813,-13.82285,0.63209,-2.39703,8.64906,-7.09794,1.16828
93,2026-02-06,12:02:44.66,3,2,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alberto, Alexander",693739,Right,WHI_SOX30,Undefined,3,Top,0,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,93.47221,-0.297582,-1.622438,2392.914513,235.879125,1:45,4.7861,2.37041,6.14991,-20.87513,10.64753,14.30776,2.77144,2.06326,85.69235,-4.222856,0.95802,0.404094,,,,,,,,,,,,-7.79981,5.87965,-2.25402,50,4.75266,3.23114,-135.88015,-1.38839,-14.63421,28.78749,-21.14249,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,6bb83630-038e-11f1-8e19-276118046144,93.27634,,,7.77987,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:02:44.66,2026-02-06T12:02:44.6665216-07:00,2026-02-06T19:02:44.6665216Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,5e481939-ed60-4f1d-808e-684019aa827c,54.348,-136.79822,14.39374,4.78619,-0.71414,-10.57124,-2.3645,3.69784,-7.3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.35553,-137.02767,15.74814,-2.09595,4.78608,-0.71076,-10.59117,0.03083,-2.37027,3.87361,-8.35461,1.60556
94,2026-02-06,12:03:04.27,3,3,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alberto, Alexander",693739,Right,WHI_SOX30,Undefined,3,Top,0,2,0,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,93.73164,-0.408043,-3.294961,2419.224914,226.911377,1:30,4.94603,2.30084,5.88998,-19.5284,12.27323,12.05859,2.93917,0.24298,85.65202,-4.078169,-1.135268,0.405878,,,,,,,,,,,,-7.07831,6.69548,-2.0421,50,4.90187,7.29675,-136.00885,-1.62454,-13.28052,29.3722,-19.61186,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,7764cc50-038e-11f1-8e19-276118046144,92.86632,,,8.07962,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:03:04.27,2026-02-06T12:03:04.2780672-07:00,2026-02-06T19:03:04.2780672Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,aaff99bd-5997-475b-a2d6-454127d6790f,54.60807,-137.00039,14.6861,4.94554,-0.96249,-9.80593,-2.29599,7.74508,-6.64026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.61547,-137.23405,16.11685,-2.29682,4.946,-0.97705,-9.71677,-0.14314,-2.30072,7.89467,-7.55622,1.47042
95,2026-02-06,12:03:26.91,3,4,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alberto, Alexander",693739,Right,WHI_SOX30,Undefined,3,Top,0,2,1,Sweeper,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.14223,1.844888,-0.222446,2402.645546,85.720962,8:45,5.05077,2.37959,5.59766,-45.06672,-0.01886,-18.57194,3.01821,0.62425,72.65089,-6.415922,-3.538027,0.483068,,,,,,,,,,,,9.2926,-0.05969,-2.34849,50,5.1798,1.1779,-114.94644,2.19579,12.43609,21.25243,-32.25393,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,852d3d90-038e-11f1-8e19-276118046144,78.02715,,,6.49133,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:03:26.91,2026-02-06T12:03:26.9186048-07:00,2026-02-06T19:03:26.9186048Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,7aa0f274-9a6b-4a49-9087-4db9c9c477b0,54.90152,-115.84914,10.62621,5.05744,3.56578,-16.12697,-2.38731,0.64968,6.21804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.90778,-116.00713,11.39943,-0.99211,5.05089,3.73123,-16.93669,1.03895,-2.37979,0.45989,7.1469,-1.1918
96,2026-02-06,12:03:48.84,3,5,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alberto, Alexander",693739,Right,WHI_SOX30,Undefined,3,Top,0,2,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,94.59511,-1.404069,-3.326199,2277.455667,221.466388,1:30,4.94431,2.25462,6.11714,-16.82001,14.21576,11.68229,2.24209,0.1495,86.31588,-4.599041,-1.224936,0.400961,97.08352,29.02398,3.795349,2522.575256,109.88263,56.83497,5.08005,347.78017,347.78017,-0.169082,5.106149,-6.98536,8.0404,-2.00565,50,4.82775,7.47343,-137.24513,-3.89037,-13.31085,30.64576,-16.85273,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,91f4e0a0-038e-11f1-8e19-276118046144,94.00514,81.4993,,8.27922,,,,1.43086,2.28179,-0.13992,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:03:48.84,2026-02-06T12:03:48.8476160-07:00,2026-02-06T19:03:48.8476160Z,FlyBall,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,1a7e0096-fa1f-4c62-b101-fc4e94971a22,54.3811,-138.21993,15.32288,4.94297,-3.35431,-8.42637,-2.2501,7.89683,-6.65542,169.207161,1.42942,124.26446,-24.1494,5.46665,-1.17359,0.2337,-0.03837,0.00407,-0.00019,2.28626,68.98977,-17.23087,1.41065,-0.28219,0.0366,0.00014,-0.00052,4E-05,-0.14062,8.25575,-3.90391,0.89499,-0.15083,0.01546,-0.00047,-6E-05,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.38832,-138.45606,16.81927,-2.48618,4.94426,-3.39649,-8.15908,-0.44408,-2.25451,8.04106,-7.56948,1.51866
97,2026-02-06,12:04:33.24,4,1,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Albertus, Alexander",800316,Right,WHI_SOX30,Undefined,3,Top,1,0,0,Sweeper,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.22053,-0.216043,-1.415029,2470.877122,84.041071,8:45,4.959,2.23834,5.57453,-46.97526,-0.64413,-20.00962,0.84255,-0.75103,72.032,-8.775072,-4.987588,0.489901,,,,,,,,,,,,9.7063,0.19689,-2.1033,50,4.9098,3.57675,-113.59451,-1.98168,12.62495,21.69174,-31.91797,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,ac7341b0-038e-11f1-8e19-276118046144,76.93896,,,6.18853,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:04:33.24,2026-02-06T12:04:33.2471808-07:00,2026-02-06T19:04:33.2471808Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,bcd47522-19ab-4e1a-959b-bfa0a880122f,54.92502,-114.53113,10.84587,4.96562,-0.60352,-15.95899,-2.24597,3.03162,6.31248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.93091,-114.68093,11.58521,-0.95666,4.95912,-0.43809,-16.77546,1.05646,-2.23854,2.84231,7.24684,-1.209
98,2026-02-06,12:04:52.13,4,2,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Albertus, Alexander",800316,Right,WHI_SOX30,Undefined,3,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.90539,0.168707,-3.111396,2226.140993,228.064628,1:30,4.96249,2.4273,5.77712,-19.78414,11.74032,12.0754,3.47102,0.53568,86.52222,-3.523958,-0.952995,0.404106,,,,,,,,,,,,-6.90646,6.22315,-2.17756,50,4.96443,6.86988,-136.38538,-0.28567,-13.15866,26.75423,-20.31725,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,b7acf1c0-038e-11f1-8e19-276118046144,93.27369,,,7.38316,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:04:52.13,2026-02-06T12:04:52.1304064-07:00,2026-02-06T19:04:52.1304064Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,7d3278b3-e329-4d40-917a-ea0d67bce321,54.7215,-137.30846,13.37711,4.96219,0.41532,-10.15863,-2.42242,7.32388,-6.57933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.72834,-137.51723,14.61074,-1.91111,4.96246,0.40719,-10.11058,-0.07443,-2.42719,7.46939,-7.43914,1.332
